,Appetizers,Beverages,Breads,Breakfast and Brunch,Cocktails,Condiments and Sauces,Desserts,Lunch,Main Dishes,Salads,Side Dishes,Snacks,Soups
Black-and-White-Brownie-Sandwich-Cookies-550562,0,0,0,0,0,0,0,0,0,0,0,0,0
Blackberry-Apple-Chocolate-Brownies-1572743,0,0,0,0,0,0,1,0,0,0,0,0,0
Blackberry-Brownies-1003308,0,0,0,0,0,0,1,0,0,0,0,0,0
Blonde-Brownies-with-Chocolate-Chips-and-Marcona-Almonds-497683,0,0,0,0,0,0,1,0,0,0,0,0,0
Blueberry-Brownies-531003,0,0,0,0,0,0,1,0,0,0,0,0,0
Blueberry-Espresso-Brownies-1005077,0,0,0,0,0,0,1,0,0,0,0,0,0
Boozy-Irish-Brownies-1552483,0,0,0,0,0,0,1,0,0,0,0,0,0
Bourbon-Brownie-Bites-with-Dulce-de-Leche-1290559,0,0,0,0,0,0,1,0,0,0,0,0,0
Bourbon-Fudge-Brownies-My-Recipes,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Bars-1463304,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Batter-Dip-1556146,1,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Batter-Oatmeal-623904,0,0,0,0,0,0,0,0,0,0,0,0,0
Brownie-Batter-Overnight-Oats-1565422,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Batter-Peanut-Butter-Swirl-Oatmeal-568653,0,0,0,1,0,0,0,0,0,0,0,0,0
Brownie-Batter-Pie-with-Oatmeal-Cookie-Crust-1210105,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Batter-_-Cupcake-_-The-SECOND-BEST-Cupcake_-Ever-1605318,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Belgium-Waffles-A-La-Mode-1267732,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Berry-Blast-MyRecipes-269881,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Bottom-Cheesecake-577659,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Bottom-Ice-Cream-Cake-1207653,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Brittle-Icebox-Cake-1170819,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Caramel-Nut-Bars-1569342,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Cheesecake-Bars-AllRecipes,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Cheesecake-Bites-1606544,0,0,0,0,0,0,0,0,0,0,0,0,0
Brownie-Cookie-1340563,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Cookie-Dough-Whoopie-Pie-1279257,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Cookies-1377716,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Cookies-1425174,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Cupcakes-Recipe-_-Video-1019632,0,0,0,0,0,0,0,0,0,0,0,0,0
Brownie-Cupcakes-with-Peanut-Butter-Frosting-Epicurious-51656,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Fruit-Pizza-1561631,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Ice-Cream-Sandwiches-456763,0,0,0,0,0,0,0,0,0,0,0,0,0
Brownie-Mix-In-A-Jar-Ii-Allrecipes,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Mounds-TasteOfHome,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Pear-Pots-1383581,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Pie-a-la-Mode-472420,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Squares-Epicurious-51960,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Thins-1165946,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Truffle-Bites-1584152,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-Waffle-Cookies-578192,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-and-Cookies-Baked-as-One-1029045,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-in-a-Mug-Mix-_-DIY-Gift-Idea-1426672,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownie-pops-343094,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownies-Baked-In-A-Jar-MyRecipes-212431,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownies-With-No-Added-Fats-1240730,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownies-in-a-Jar-1057595,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownies-in-a-Jar-1395870,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownies-with-Butterscotch-Drizzle-MyRecipes-244339,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownies-with-Raspberry-Jam-1110348,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownies-with-Whipped-Coconut-Buttercream-Frosting-1388395,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownies-with-chocolate-glaze-364822,0,0,0,0,0,0,1,0,0,0,0,0,0
Brownies_-One-Bowl-_Better-for-You_-1358614,0,0,0,0,0,0,1,0,0,0,0,0,0
Buckeye-Brownie-Cookies-677378,0,0,0,0,0,0,1,0,0,0,0,0,0
Butterfinger-Cheesecake-Brownie-Bites-1064709,0,0,0,0,0,0,1,0,0,0,0,0,0
Buttermilk-Brownies-with-Bourbon-Caramel-Frosting-1597658,0,0,0,0,0,0,1,0,0,0,0,0,0
Butterscotch-Brownie-Pinwheels-TasteOfHome,0,0,0,0,0,0,1,0,0,0,0,0,0
Cadburys-Creme-Egg-Brownies-1503018,0,0,0,0,0,0,1,0,0,0,0,0,0
Cake-Batter-Cookie-Brownies-1082639,0,0,0,0,0,0,1,0,0,0,0,0,0
Cake-Mix-Brownies-1044057,0,0,0,0,0,0,1,0,0,0,0,0,0
Candy-Bar-Brownie-Pizza-1325393,0,0,0,0,0,0,1,0,0,0,0,0,0
Candy-Cane-Brownies-1292479,0,0,0,0,0,0,1,0,0,0,0,0,0
Candy-Cane-Crunch-Brownie-Cookies-1189213,0,0,0,0,0,0,1,0,0,0,0,0,0
Candy-Cane-Marshmallow-Skillet-Brownie-1431306,0,0,0,0,0,0,1,0,0,0,0,0,0
Caramel-Brownies-Allrecipes_1,0,0,0,0,0,0,1,0,0,0,0,0,0
Caramel-Brownies-Ii-Allrecipes,0,0,0,0,0,0,1,0,0,0,0,0,0
Caramel-Marshmallow-Brownies-636170,0,0,0,0,0,0,1,0,0,0,0,0,0
Caramel-coconut-fudge-brownies-350067,0,0,0,0,0,0,1,0,0,0,0,0,0
Caramel-pecan-brownies-335660,0,0,0,0,0,0,1,0,0,0,0,0,0
Carrot-Brownie-with-Meringue-and-Raspberry-1409454,0,0,0,0,0,0,1,0,0,0,0,0,0
Carrot-Zucchini-Chocolatey-Brownies-973027,0,0,0,0,0,0,1,0,0,0,0,0,0
Cast-Iron-Skillet-Brownie-1016639,0,0,0,0,0,0,1,0,0,0,0,0,0
Cheesecake-Swirl-Brownies_-makes-913-inch-pan-664429,0,0,0,0,0,0,1,0,0,0,0,0,0
Cheesecake-swirl-brownies-357388,0,0,0,0,0,0,1,0,0,0,0,0,0
Cherry-Cheesecake-Brownies-1006545,0,0,0,0,0,0,1,0,0,0,0,0,0
Cherry-Stuffed-Brownie-Bites-988943,0,0,0,0,0,0,1,0,0,0,0,0,0
Cherry_Almond-Brownies-Martha-Stewart,0,0,0,0,0,0,1,0,0,0,0,0,0
Chewy-Brownie-Cookies-1459165,0,0,0,0,0,0,1,0,0,0,0,0,0
Chewy-Brownie-Turtle-Bars-1155687,0,0,0,0,0,0,1,0,0,0,0,0,0
Chewy-Brownies-with-Almonds-and-Sea-Salt-1204383,0,0,0,0,0,0,1,0,0,0,0,0,0
Chewy-Chocolate-Brownie-Bark-578800,0,0,0,0,0,0,1,0,0,0,0,0,0
Chewy-Chocolate-Brownies-with-a-Whipped-Cookies-_-Cream-_-Mascarpone-Topping-1008194,0,0,0,0,0,0,1,0,0,0,0,0,0
Chewy-Chocolate-Vegan-Date-Brownies-1113246,0,0,0,0,0,0,1,0,0,0,0,0,0
Chewy-Toffee-Pretzel-Brownies-970685,0,0,0,0,0,0,1,1,0,0,0,0,0
Chewy-brownie-bundt-cake-333686,0,0,0,0,0,0,1,0,0,0,0,0,0
Chili_s-Brownie-Skillet-1188444,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Almond-Butter-Brownies-1553837,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Banana-Nut-Brownies-1503552,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Brownie-Cake-1488352,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Brownie-Cake-Blender-1107670,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Brownie-Cherry-Cheesecake-1479612,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Brownie-Mug-Cake-_gluten-free_-vegan_-1123066,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Cappuccino-Brownies-MyRecipes-243682,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Chip-Cake-Brownies-1207720,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Chip-Cheesecake-Brownies-1105283,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Chip-Cookie-Brownies-1205431,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Chip-Cookie-Dough-Brownie-Sandwich-Cookies-1182680,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Chip-Cookie-Dough-Brownies-1561357,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Chip-Cookie-Oreo-Brownie-Ice-Cream-Cake-_Slutty-Brownie-Ice-Cream-Cake_-1624173,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Chip-Cookie-Topped-Brownies-482105,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Chip-Cookie-n-Oreo-Knock-your-socks-off-Brownie-Bars-680870,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Covered-Brownie-Ice-Cream-Sandwiches-488787,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Cream-Brownie-Berry-Trifles-1640274,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Cream-Cheese-Swirl-Brownies-1039569,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Frosted-Brownies-1450576,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Ganache-Mint-Brownies-1020938,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Glazed-Brownies-1076393,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Guinness-Brownies-1264220,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Hazelnut-Brownie-Cups-489866,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Macadamia-Nut-Brownies-1400442,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Mint-Andes-Brownies-1033230,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Mint-Brownies-1054463,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Orange-Cheesecake-Brownies-1182183,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Peanut-Butter-Freezer-Fudge-_Vegan_-Raw_-1681525,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Peanut-Butter-Triple-Layer-Brownies-979714,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Pecan-Brownies-1380603,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Peppermint-Brownies-1433364,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Raspberry-Brownies-1398673,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Ricotta-Protein-Brownies-1226364,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Stout-Brownies-768086,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Syrup-Brownies-_Chocolate-Party-535082,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Truffle-Brownie-Bites-Serious-Eats-200255,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-Zucchini-Beanie-Brownies-895775,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-_-coffee-brownies-325624,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-and-Caramel-Kahlua-Brownies-1337153,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-and-Raspberry-Brownies-1598653,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate-chip-cookie-dough-brownies-332767,0,0,0,0,0,0,1,0,0,0,0,0,0
Chocolate_-Beetroot-And-Prune-Brownies-1011990,0,0,0,0,0,0,0,0,0,0,0,0,0
Chunky-Cheesecake-Brownies-1347276,0,0,0,0,0,0,1,0,0,0,0,0,0
Chunky-Cheesecake-Brownies-1605739,0,0,0,0,0,0,1,0,0,0,0,0,0
Chunky-Peanut-Butter-Chocolate-Pudding-Brownie-Bites-1575111,0,0,0,0,0,0,1,0,0,0,0,0,0
Coconut-Coated-No-Cook-Protein-Brownies-608086,0,0,0,0,0,0,1,0,0,0,0,0,0
Coconut-Strawberry-Brownie-Sundae-1371041,0,0,0,0,0,0,1,0,0,0,0,0,0
Coconut-Swirl-Brownies-Martha-Stewart,0,0,0,0,0,0,1,0,0,0,0,0,0
Coffee-Blond-Brownies-1030729,0,0,0,0,0,0,1,0,0,0,0,0,0
Coffee-Caramel-Cadbury-Egg-Brownies-1065677,0,0,0,0,0,0,1,0,0,0,0,0,0
Coffee-Cheesecake-Oreo-Brownies-1272967,0,0,0,0,0,0,1,0,0,0,0,0,0
Coffee-cream-brownies-344321,0,0,0,0,0,0,1,0,0,0,0,0,0
Cookie-Dough-Brownie-Truffles-1187564,0,0,0,0,0,0,1,0,0,0,0,0,0
Cookie-Dough-Brownies-677494,0,0,0,0,0,0,1,0,0,0,0,0,0
Cookie-Dough-Milkshake-1702455,0,0,0,0,0,0,1,0,0,0,0,0,0
Cool-mint-oreo-brownie-cupcakes-370301,0,0,0,0,0,0,1,0,0,0,0,0,0
Copy-Cat-Cosmic-Brownies-1123803,0,0,0,0,0,0,1,0,0,0,0,0,0
Cracked-Brownie-Batter-Muffins-762523,0,0,0,0,0,0,1,0,0,0,0,0,0
Crazy-Brownies-622168,0,0,0,0,0,0,1,0,0,0,0,0,0
Creamy-Coffee-Filled-Brownies-1219450,0,0,0,0,0,0,1,0,0,0,0,0,0
Crisp-_-Gooey-Turtle-Brownies-933244,0,0,0,0,0,0,1,0,0,0,0,0,0
Crunchy-Brownie-Crisps-631350,0,0,0,0,0,0,1,0,0,0,0,0,0
Cuba-Libre-Brownies-775297,0,0,0,0,0,0,1,0,0,0,0,0,0
Dairy-Free-Brownies-1311505,0,0,0,0,0,0,1,0,0,0,0,0,0
Dark-Chocolate-Brownies-1509568,0,0,0,0,0,0,1,0,0,0,0,0,0
Dark-Chocolate-Brownies-960691,0,0,0,0,0,0,1,0,0,0,0,0,0
Dark-Chocolate-Brownies-With-White-Chocolate-Chunks-Epicurious,0,0,0,0,0,0,1,0,0,0,0,0,0
Dark-Chocolate-Brownies-with-Caramel-and-Salted-Peanuts-1156923,0,0,0,0,0,0,1,0,0,0,0,0,0
Dark-Chocolate-Fudge-Brownies-1517515,0,0,0,0,0,0,1,0,0,0,0,0,0
Dark-Chocolate-Fudge-Brownies-with-Pumpkin-Caramel-Frosting-1013781,0,0,0,0,0,0,1,0,0,0,0,0,0
Death-By-Chocolate-Brownie-Cake-1474917,0,0,0,0,0,0,1,0,0,0,0,0,0
Death-by-Chocolate-Brownies-1340454,0,0,0,0,0,0,1,0,0,0,0,0,0
Decadent-Black-Beans-Brownie-983946,0,0,0,0,0,0,1,0,0,0,0,0,0
Decadent-Butterfinger-Brownies-1504785,0,0,0,0,0,0,1,0,0,0,0,0,0
Decadent-Mint-Brownies-1536406,0,0,0,0,0,0,1,0,0,0,0,0,0
Delicious-Fudgy-Brownies--Made-with-Coconut-Oil-1128358,0,0,0,0,0,0,1,0,0,0,0,0,0
Dense-_-Fudgy-Chocolate-Brownies-1341867,0,0,0,0,0,0,1,0,0,0,0,0,0
Double-Choc-Nutella-Brownies-1262100,0,0,0,0,0,0,1,0,0,0,0,0,0
Double-Chocolate-Avocado-Hazelnut-Brownies-1472899,0,0,0,0,0,0,1,0,0,0,0,0,0
Double-Chocolate-Brownies-1157635,0,0,0,0,0,0,1,0,0,0,0,0,0
Double-Chocolate-Brownies-1157927,0,0,0,0,0,0,1,0,0,0,0,0,0
Double-Chocolate-Brownies-Martha-Stewart,0,0,0,0,0,0,1,0,0,0,0,0,0
Double-Chocolate-Brownies-TasteOfHome,0,0,0,0,0,0,1,0,0,0,0,0,0
Double-Chocolate-Cream-Cheese-Brownies-with-Maldon-Flake-_and-a-review-of-Sea-Salt-Sweet__-1361163,0,0,0,0,0,0,1,0,0,0,0,0,0
Double-Chocolate-Grain-Free-Brownies-_Completely-Flourless_-987220,0,0,0,0,0,0,1,0,0,0,0,0,0
Double-chocolate-brownie-mini-chip-cookies-334880,0,0,0,0,0,0,1,0,0,0,0,0,0
Double_decker-Brownies-TasteOfHome,0,0,0,0,0,0,1,0,0,0,0,0,0
Dr-Pepper-Cherry-Two-Bite-Brownies-1475457,0,0,0,0,0,0,1,0,0,0,0,0,0
Dreyer_s-Super-Sundae-Brownie-Bowl-1227546,0,0,0,0,0,0,1,0,0,0,0,0,0
Dulce-de-Leche-Brownies-988508,0,0,0,0,0,0,1,0,0,0,0,0,0
Dulce-de-Leche-and-Cashew-Brownies-458778,0,0,0,0,0,0,1,0,0,0,0,0,0
Easy-And-Decadent-Espresso-Brownies-899024,0,0,0,0,0,0,1,0,0,0,0,0,0
Easy-Brownie-Mix-Cookies-608502,0,0,0,0,0,0,1,0,0,0,0,0,0
Easy-Cherry-Chocolate-Brownies-1502341,0,0,0,0,0,0,1,0,0,0,0,0,0
Easy-Homemade-Brownie-Bowl-Sundaes-1517429,0,0,0,0,0,0,1,0,0,0,0,0,0
Easy-Peanut-Butter-Brownie-Ice-Cream-1099644,0,0,0,0,0,0,1,0,0,0,0,0,0
Eggless-Chocolate-Fudge-Brownies-1456567,0,0,0,0,0,0,1,0,0,0,0,0,0
El-Rey-Brownies-1349289,0,0,0,0,0,0,1,0,0,0,0,0,0
Extra-Fudgy-Brownies-1214290,0,0,0,0,0,0,1,0,0,0,0,0,0
Extra-Fudgy-Paleo-Zucchini-Brownies-1220440,0,0,0,0,0,0,1,0,0,0,0,0,0
Flourless-Black-Bean-Brownies-1007693,0,0,0,0,0,0,1,0,0,0,0,0,0
Flourless-Brownie-Bites-1311590,0,0,0,0,0,0,1,0,0,0,0,0,0
Flourless-Brownie-Bites-1526012,0,0,0,0,0,0,1,0,0,0,0,0,0
Flourless-Brownies-1610185,0,0,0,0,0,0,1,0,0,0,0,0,0
Flourless-Chocolate-Peanut-Butter-Brownies-1428388,0,0,0,0,0,0,1,0,0,0,0,0,0
Flourless-Double-Chocolate-Brownies-1005286,0,0,0,0,0,0,1,0,0,0,0,0,0
Flourless-Mississippi-Mud-Brownies-478546,0,0,0,0,0,0,1,0,0,0,0,0,0
Flourless-Peanut-Butter-Zucchini-Brownies-1612614,0,0,0,0,0,0,1,1,0,0,0,0,0
Flourless-Zucchini-Brownies-1005078,0,0,0,0,0,0,1,0,0,0,0,0,0
Frosted-Brownies-1015037,0,0,0,0,0,0,1,0,0,0,0,0,0
Frozen-Brownies-577446,0,0,0,0,0,0,1,0,0,0,0,0,0
Frozen-Mocha-Brownie-Bites-1192462,0,0,0,0,0,0,1,0,0,0,0,0,0
Fruit-_-Nut-Brownies-1472820,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudge-Brownie-Cookies-1113272,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudge-Brownie-Surprise-Cupcakes-1334996,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Beet-Brownies-899288,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Black-Bean-Brownies-1535494,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Brownie-Cake-521363,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Brownies-1154838,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Brownies-793010,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Cake-Mix-Brownies-1313241,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Cream-Cheese-Brownies-574301,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Cream-Cheese-Brownies-My-Recipes,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Dark-Chocolate-Beet-Brownies-924278,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Flourless-Brownies-1031375,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Guinniess-Brownies-with-Whiskey-Caramel-Glaze-1350781,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Marshmallow-Brownies-1169177,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-S_mores-Brownies-1539191,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Salted-Quinoa-Brownies-1191404,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Samoa-Brownies-1468035,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Sweet-Potato-Brownies-1081313,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Valentines-Brownies-with-Heart-Frosting-989760,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Vegan-Brownies-984192,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Vegan-Chocolate-Brownies-1477991,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-Vegan-_-Paleo-Brownies-1170515,0,0,0,0,0,0,1,0,0,0,0,0,0
Fudgy-pecan-brownie-pie-348935,0,0,0,0,0,0,1,0,0,0,0,0,0
Gingerbread-Brownies-1396354,0,0,0,0,0,0,1,0,0,0,0,0,0
Glazed-Mint-Brownies-TasteOfHome,0,0,0,0,0,0,1,0,0,0,0,0,0
Gluten-Free-Almond-Butter-Brownies-678108,0,0,0,0,0,0,1,0,0,0,0,0,0
Gluten-Free-Brownie-Bites-457892,0,0,0,0,0,0,1,0,0,0,0,0,0
Gluten-Free-Brownies-With-Vanilla-Salt-1007260,0,0,0,0,0,0,1,0,0,0,0,0,0
Gluten-Free-Chocolate-Brownies-1269508,0,0,0,0,0,0,1,0,0,0,0,0,0
Gluten-Free-Chocolate-Coconut-Brownies-1590251,0,0,0,0,0,0,1,0,0,0,0,0,0
Gluten-Free-Fudgey-Kumquat-Brownies-1024883,0,0,0,0,0,0,1,0,0,0,0,0,0
Gluten-Free-Strawberry-Brownie-Bars-1610491,0,0,0,0,0,0,1,0,0,0,0,0,0
Gluten-Free-Teff-Flour-Fudge-Brownies-1065074,0,0,0,0,0,0,1,0,0,0,0,0,0
Gluten-Free-Turtles-Brownies-1474278,0,0,0,0,0,0,1,0,0,0,0,0,0
Gluten-Free-Vegan-Brownies-1118102,0,0,0,0,0,0,1,0,0,0,0,0,0
Gluten-Free_-Sugar-Free-Vegan-Brownies-1297133,0,0,0,0,0,0,1,0,0,0,0,0,0
Gluten-free-Teff-Brownies-632127,0,0,0,0,0,0,1,0,0,0,0,0,0
Gooey-Caramel-Brownie-Pudding-In-A-Jar-1198165,0,0,0,0,0,0,1,0,0,0,0,0,0
Gooey-Chocolate-Chip-Brownie-Bars-1220176,0,0,0,0,0,0,1,0,0,0,0,0,0
Gooey-Fudgy-Brownie-Bars-1491140,0,0,0,0,0,0,1,0,0,0,0,0,0
Grasshopper-Brownies-681367,0,0,0,0,0,0,1,0,0,0,0,0,0
Guilt-free-Lentil-brownies-1433301,0,0,0,0,0,0,1,0,0,0,0,0,0
Guinness-Brownies-1277098,0,0,0,0,0,0,1,0,0,0,0,0,0
Guinness-Cheesecake-Brownies-with-Pretzel-Crust-1064908,0,0,0,0,0,0,1,0,0,0,0,0,0
Habanero-Brownie-1215601,0,0,0,0,0,0,1,0,0,0,0,0,0
Healthy-Peanut-Butter-Swirl-Brownies-1519985,0,0,0,0,0,0,1,0,0,0,0,0,0
Heavenly-Hash-Brownies-1175252,0,0,0,0,0,0,1,0,0,0,0,0,0
Hidden-Pot-of-Gold-Brownie-Cups-1533844,0,0,0,0,0,0,1,0,0,0,0,0,0
